,UUID,HOSTNAME,ALIAS,TIMESTAMP,STREAMS,PACING,THROUGHPUT (Sender),THROUGHPUT (Receiver),LATENCY (min.),LATENCY (max.),LATENCY (mean),RETRANSMITS,CONGESTION (Sender),CONGESTION (Receiver),BYTES (Receiver)
137,219a1295-a97e-4499-aa53-e1a84be85b6e,10.201.1.2,hostC,2021-07-06T17:13:11.690Z,4,4gbit,2435431044.104774,2413100026.482895,20191.0,21221.0,21057.5,0,bbr2,bbr2,18111078540
138,b6792012-69b9-44e9-bb76-290624f071e7,10.201.1.2,hostC,2021-07-06T17:14:24.687Z,4,5gbit,2660541593.3215923,2637327530.640189,20233.0,21508.5,21276.5,0,bbr2,bbr2,19793955744
139,62861b21-d2f4-49fc-bf50-4e43ba0caa66,10.201.1.2,hostC,2021-07-06T17:15:37.729Z,4,6gbit,2248466868.22525,2230854699.6273613,20280.5,21304.5,21082.5,159,bbr2,bbr2,16743206728
140,bc9967e2-ec12-4adb-be26-b6ddd2ac7468,10.201.1.2,hostA,2021-07-06T22:05:12.920Z,1,4gbit,3946732205.78802,3925869325.5851474,31405.0,31669.5,31501.0,0,cubic,cubic,29473714236
141,d7a81250-1502-4c01-9bc2-2eece2fb43ce,10.201.1.2,hostA,2021-07-06T22:06:25.980Z,1,5gbit,4931850650.737444,4905450559.58906,31727.0,31932.5,31842.5,0,cubic,cubic,36827923320
142,2e03bb3e-8177-403e-98bd-c491b5577676,10.201.1.2,hostA,2021-07-06T22:07:39.036Z,1,6gbit,5913444227.017156,5881508874.50707,31654.0,31888.5,31786.0,0,cubic,cubic,44156057932
143,ecb9910f-9988-44fb-9975-582aedf09ac8,10.201.1.2,hostA,2021-07-06T22:08:52.095Z,1,7gbit,6893923292.458622,6857144881.99357,31541.0,31776.5,31674.5,0,cubic,cubic,51480514916
144,0b98640d-c4db-463f-bad0-be1d834e2b37,10.201.1.2,hostA,2021-07-06T22:10:05.155Z,1,8gbit,7870973854.995426,7828983634.952786,31631.5,31745.0,31683.0,0,cubic,cubic,58776588844
145,9851863f-ecf9-4b9d-95b8-4e5cb3ba6802,10.201.1.2,hostA,2021-07-06T22:11:18.214Z,1,9gbit,8840817258.36125,8794064033.87143,31616.0,32465.5,31688.5,0,cubic,cubic,66022013944
146,20a28990-9ad6-467a-a756-a6d04df51ac6,10.201.1.2,hostA,2021-07-06T22:12:31.262Z,1,10gbit,9820324603.509604,9773713239.09938,31334.5,31744.0,31645.5,77,cubic,cubic,73378513716
147,7c364e41-c535-4ef9-a7b1-e9eee4ef9094,10.201.1.2,hostB,2021-07-06T22:13:46.195Z,1,4gbit,282961704.27914447,267121682.0871119,50131.5,50603.5,50321.0,18,cubic,cubic,2006772372
148,03ad0685-2fd9-4794-b5eb-a36623613216,10.201.1.2,hostB,2021-07-06T22:14:59.650Z,1,5gbit,289452915.6884883,268435619.0312243,50131.0,51163.0,50362.0,26,cubic,cubic,2016642016
149,f07c31df-093b-44a4-8843-a5107e4da877,10.201.1.2,hostB,2021-07-06T22:16:13.109Z,1,6gbit,287530722.3352017,280250160.00279933,50132.0,50715.0,50262.5,21,cubic,cubic,2105397228
150,880149c4-b866-450f-9d2a-015193ed4fe7,10.201.1.2,hostB,2021-07-06T22:17:26.566Z,1,7gbit,455294336.33302355,421001337.8418462,50136.5,51324.5,50339.5,31,cubic,cubic,3162800284
151,4182a214-41c5-4b9a-b45c-3e4788efa9f8,10.201.1.2,hostB,2021-07-06T22:18:40.027Z,1,8gbit,489031378.2429278,441751759.01427114,50144.0,50689.0,50265.5,46,cubic,cubic,3318683392
152,c55d5aee-a1f5-425f-8efc-9b3688970470,10.201.1.2,hostB,2021-07-06T22:19:53.482Z,1,9gbit,280190529.05067825,274427947.277103,50118.0,50610.0,50270.5,22,cubic,cubic,2061659404
153,35a9381e-823c-45bc-a8c5-b711586ad301,10.201.1.2,hostB,2021-07-06T22:21:06.993Z,1,10gbit,392878862.627627,368925413.7314935,50137.5,50699.5,50334.5,25,cubic,cubic,2771575828
154,f8a0210e-33dd-4542-835f-1c326754f296,10.201.1.2,hostC,2021-07-06T22:22:21.232Z,1,4gbit,3955761722.999409,3941040719.252351,21477.5,21653.0,21563.5,0,cubic,cubic,29577681048
155,84f92c48-8543-408e-8e12-0a553b5f9c0f,10.201.1.2,hostC,2021-07-06T22:23:34.155Z,1,5gbit,4943581132.70786,4925547319.847168,21668.0,21941.5,21842.5,0,cubic,cubic,36966536788
156,0fa74365-c19f-4aa7-95c9-e4b08d50960a,10.201.1.2,hostC,2021-07-06T22:24:46.966Z,1,6gbit,5927989323.479122,5906391959.99886,21701.5,21873.5,21791.0,0,cubic,cubic,44327832688
157,e32dd3de-0e4a-4046-8387-5c20f9888078,10.201.1.2,hostC,2021-07-06T22:25:59.830Z,1,7gbit,6909477434.796515,6883927220.59315,21583.5,21834.0,21719.5,0,cubic,cubic,51664682652
158,7a1d9230-af47-45b9-ae32-d89bc3ed447c,10.201.1.2,hostC,2021-07-06T22:27:12.693Z,1,8gbit,7887600424.219483,7858432513.01849,21633.0,21784.0,21701.5,0,cubic,cubic,58978091012
159,7bfda49d-3388-4217-b73d-9a3b198bd76c,10.201.1.2,hostC,2021-07-06T22:28:25.556Z,1,9gbit,8868390153.56111,8840027635.574646,21452.5,21606.0,21528.5,0,cubic,cubic,66345370968
160,9e4f84fb-1820-4535-ac4d-ce471a18dd98,10.201.1.2,hostC,2021-07-06T22:29:38.415Z,1,10gbit,9852463867.474283,9815428825.571804,21881.0,22104.5,21995.5,0,cubic,cubic,73668022612
161,c6eabbd4-21f8-4b40-b6a9-7e1be182a487,10.201.1.2,testW,2021-07-06T22:30:52.264Z,1,4gbit,3968308604.90643,3967439383.1665516,1087.0,1506.5,1234.5,0,cubic,cubic,29756175752
162,396562fa-45b0-49ee-b2a8-e36fe0a91683,10.201.1.2,testW,2021-07-06T22:32:04.726Z,1,5gbit,4961887978.444808,4959875952.301993,1500.5,2134.0,1790.0,0,cubic,cubic,37199480072
163,9d710da3-5fc2-408c-8363-e97e8932c880,10.201.1.2,testW,2021-07-06T22:33:17.189Z,1,6gbit,5954241524.888913,5953057056.33634,1276.5,1571.5,1419.5,0,cubic,cubic,44648251620
164,1b0c7017-2610-46c1-ac2c-ffd9e638737d,10.201.1.2,testW,2021-07-06T22:34:29.645Z,1,7gbit,6940303279.6765,6938730223.962468,1221.0,1594.0,1445.0,0,cubic,cubic,52040871320
165,cc4bc5e0-0be8-4ffb-841c-19028f17fd20,10.201.1.2,testW,2021-07-06T22:35:42.103Z,1,8gbit,7930028224.112636,7928852328.880807,1205.5,1368.0,1281.5,0,cubic,cubic,59466861260
166,1f17e77f-0782-4302-9129-c95a4e6aaeaa,10.201.1.2,testW,2021-07-06T22:36:54.555Z,1,9gbit,8918049900.671024,8916538596.347136,1125.0,1390.5,1286.0,0,cubic,cubic,66874824128
167,4cfc4331-1ce1-4c7a-bdb9-7f9e8de27633,10.201.1.2,testW,2021-07-06T22:38:07.017Z,1,10gbit,9893456373.9132,9890383477.69405,1447.5,2048.0,1658.0,0,cubic,cubic,74179076528
168,8649e58c-34c4-4d1d-af94-895d16b54600,10.201.1.2,hostA,2021-07-06T22:39:21.704Z,4,4gbit,2316905739.8587327,2303433019.4657316,31592.5,31779.5,31694.5,0,cubic,cubic,17294135088
169,a1914334-e270-4291-a33a-657f1c3521ac,10.201.1.2,hostA,2021-07-06T22:40:34.990Z,4,5gbit,2461212197.4156346,2447944073.7927847,31563.5,31734.0,31640.5,0,cubic,cubic,18378990608
170,ffb3b291-0492-45e0-b591-4266b3e44586,10.201.1.2,hostA,2021-07-06T22:41:48.285Z,4,6gbit,2042968952.163756,2031639307.0542138,31683.5,31837.0,31759.0,0,cubic,cubic,15253454208
171,a20542f6-0659-437c-af03-c33b6016df8e,10.201.1.2,hostA,2021-07-06T22:43:01.569Z,4,7gbit,2612403099.0883746,2598108135.3569155,31528.0,31753.0,31605.5,0,cubic,cubic,19506313336
172,b1ec4b1e-6452-40ed-af46-dc9826f927ed,10.201.1.2,hostA,2021-07-06T22:44:14.879Z,4,8gbit,2317080723.4058228,2303934035.5844574,31650.5,31958.5,31759.0,0,cubic,cubic,17297767976
173,ffcddffa-6069-44cf-8bfe-ddc09d811ada,10.201.1.2,hostA,2021-07-06T22:45:28.168Z,4,9gbit,2318603476.829277,2305339039.1092014,31176.0,32000.5,31782.5,44,cubic,cubic,17308028184
174,f2fddd36-8be8-4ef8-975c-c5d6c6796125,10.201.1.2,hostA,2021-07-06T22:46:41.457Z,4,10gbit,2369126570.97111,2355675959.1157413,31701.0,31904.5,31796.5,0,cubic,cubic,17686299084
175,beffedf9-d18e-4128-b8ab-ec42efeabcb2,10.201.1.2,hostB,2021-07-06T22:48:48.398Z,4,6gbit,400934805.719891,377986302.3982783,50134.0,51361.5,50293.5,30,cubic,cubic,2839643264
176,fd529882-cd1b-460d-85a9-94a669d76d86,10.201.1.2,hostB,2021-07-06T22:50:02.179Z,4,7gbit,383625099.141541,364419248.5793724,50124.5,50671.5,50273.5,26,cubic,cubic,2737716596
177,59eeb8bc-5ed0-4ab9-afe7-260f6a24a70c,10.201.1.2,hostB,2021-07-06T22:51:15.964Z,4,8gbit,227961045.81773406,221462448.73026124,50148.5,50664.5,50295.5,38,cubic,cubic,1663750792
178,6c5b3b8c-759f-4a8a-8afd-057b3d762164,10.201.1.2,hostA,2021-07-06T15:51:07.161Z,1,3gbit,2960928049.2164426,2945215169.856489,31438.0,31583.0,31495.0,0,cubic,cubic,22111407212
179,98fce284-49fe-494a-87c8-e0a044dd1ce3,10.201.1.2,hostA,2021-07-06T16:11:55.137Z,4,2gbit,1974163464.3174648,1963606291.7052443,31436.0,31535.0,31478.5,0,cubic,cubic,14741968632
180,f8fd1cb9-c318-402d-961a-39f38e8c1722,10.201.1.2,hostA,2021-07-06T16:10:41.847Z,4,1gbit,988685283.1723268,983350122.7505713,31385.5,31503.0,31449.5,0,cubic,cubic,7382551812
181,2baca504-6601-46bb-aad8-ea444a1fd6dc,10.201.1.2,hostA,2021-07-06T16:13:08.433Z,4,3gbit,2314685545.5943365,2301496968.14729,31589.5,31715.0,31652.0,0,cubic,cubic,17279430376
182,c991cbc1-dd4c-419e-afae-7a66aeef32cc,10.201.1.2,hostC,2021-07-06T16:04:35.711Z,1,2gbit,1980070167.4573262,1972718941.706539,21382.5,21490.5,21449.5,0,cubic,cubic,14805418900
183,2d5273d9-c7a1-48c7-aad3-fa3bdf7278eb,10.201.1.2,hostA,2021-07-06T15:54:46.383Z,1,6gbit,5911095206.655592,5879343574.567855,31689.5,31904.5,31799.5,0,cubic,cubic,44139754676
